"I'm not sure.",ちょっとわからないな。
"I'd love to have a drink, but I have to drive.",ぜひ飲みたいけれど、でも運転しなければならない。
"I'd love to see a movie with you, but I can’t tonight.",ぜひあなたと映画を観たいけど、でも今夜は無理なんだ。
"When I opened the classroom door, no one was there yet.",教室の扉を開けるとまだ誰もいなかった。
"I turned around and saw an Asian woman smiling at me. I followed her, and my heart was pounding.",振り返ると東洋人風の女性が微笑んでいる。僕はドキドキしながら彼女の後に続いた。
"I came to San Francisco, the state of California.",僕はアメリカのサンフランシスコにやってきた。サンフランシスコはカリフォルニア州にある。
"My name is Taro Okada. And I am from Yamagata Prefecture.",僕は岡田太郎です。山形県からきました。
"Another Asian girl entered the classroom. Her name is Mika Sato.",もう一人、東洋人の女の子が教室に入ってきた。彼女の名前は佐藤美香。
"Her English had a familiar accent.",彼女の英語は、聞き覚えのあるアクセントだった。
"Ms. Tomoko told me to take the second seat from the back by the window.",トモコ先生に促されて、僕は窓際の後ろから二番目の席に座った。
"I could feel my hands sweating.",僕は手のひらが汗ばんでくるのを感じていた。
"I was surprised that I could understand Ms.Tomoko's English.",僕はトモコ先生の話がリスニングできたことにびっくりした。
"Her writing was still on the whiteboard.","ホワイトボード には彼女が書いた字が残っている。"
"When I went outside, I saw students talking happily.",外に出ると、生徒達が楽しそうに話している姿が見えた。
"I arrived at my host family's house. I lay on my bed and thought back about today.",ホストファミリーの家に着いた。ベッドに横になって今日一日を振りかえる。
"My teacher was half Japanese. And there was another Japanese girl in the class.",担任の先生はハーフの日本人。クラスにはもう一人、日本人の女の子。
"There was a classmate who gave his opinion to Ms. Tomoko. People like him are not special once we leave Japan.",トモコ先生に意見をするクラスメイトがいた。彼のような人は、日本を出れば特別じゃない。
"Honestly, I'm tired of listening and speaking English. I was there for just one day, and I'm already exhausted.",正直、英語を聞くのも話すのもしんどい。もう一日で疲れた。
"One day is not enough to make a foreign friend. I grabbed my backpack and phone and stood up.",初日から外国人の友達ができるわけないな。僕はリュックとスマホを掴んで、立ち上がった。
"The mall is 15 minutes walk from here.",歩いて15分くらいの場所に、ショッピングモールがあるらしい。
"I started walking toward the shopping mall. But first, let me eat something.",僕はショッピングモールへ向かって歩き出した。まずは何か食べよう。
"It's only my third day in America. But I already miss eating white rice.",まだアメリカについて三日目。僕はもう白いご飯が食べたくなっていた。
"Suddenly I heard Japanese behind me. I saw Mika standing.",急に背後から日本語が聞こえてきた。びっくりして振り返ると美香が立っていた。
"In Japanese, I can have a conversation without using my head.",日本語で会話をしていると、全く頭を使わずに会話ができる。
"Why do other people speak English better than me?",自分以外の人の英語がうまく聞こえるのはどうしてなんだろう。
"I saw an Asian woman wearing sunglasses. She took off her sunglasses and noticed it was Ms. Tomoko, my teacher.",サングラスをかけたアジア人の女性が目に入った。サングラスを外したのは、担任のトモコ先生だった。
"Was there discrimination against Asians? No. I felt like someone who didn't exist.","アジア人への差別があったんですか？ いいえ、私がその場にいない人として扱われる感じだった。"
"Ms. Tomoko spoke in a light tone, but she sounded serious.",トモコ先生は軽い口調で話しているけど、言葉には重みがあった。
"How did you learn English?",先生はどんな風にして英語を獲得していったんですか？
"Never give up. You will only improve by the amount of time you spend.",決して諦めずに続けること。使った時間の分だけ必ず上達する。
"Every day was like a battle for me.",僕にとっては毎日が戦いのようだった。
"Half of my classmates were Brazilian, and the rest were Mexican, Thai, Korean, and Japanese.",クラスメイト達は半数がブラジル人、残りがメキシコ人、タイ人、韓国人、日本人だった。
